mom_w,vol_w,val_w,top_n,defensive_allocation,total_return,annual_return,max_drawdown,defensive_weeks,total_weeks
0.3,0.3,0.2,2,0.55,2.3219257102009543,0.09704875329774221,-0.1786294650413459,93,674
0.2,0.5,0.1,2,0.75,2.320486353090791,0.09701207283033719,-0.13962707843360955,66,674
0.2,0.2,0.1,2,0.6,2.3181057394942677,0.09695137323742564,-0.17232370765304034,103,674
0.4,0.4,0.2,2,0.6,2.3181057394942677,0.09695137323742564,-0.17232370765304034,103,674
0.4,0.6,0.2,2,0.7,2.3177757336683373,0.09694295575652379,-0.14821366279117054,80,674
0.2,0.3,0.1,2,0.7,2.3177757336683373,0.09694295575652379,-0.14821366279117054,80,674
0.2,0.5,0.0,2,0.75,2.31508566544208,0.09687431116996459,-0.12846699367382095,46,674
0.6,0.2,0.0,2,0.6,2.3119531163236444,0.09679431063709543,-0.15569436575417683,109,674
0.5,0.2,0.0,2,0.65,2.310437239613901,0.0967555723803235,-0.1557989527995482,102,674
0.2,0.6,0.2,2,0.7,2.310434877637043,0.0967555120071899,-0.148213662791171,80,674
